,Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal,Telephone,Mail,Site_web,Commune,Description
1313,Hôtel Le Beauséjour,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,48.6282806,-2.4690471,21 rue de la Corniche,22430,+33 2 96 72 30 39,hotel@beausejour-erquy.com,http://www.beausejour-erquy.com/,Erquy,
1314,Hôtel Ibis Budget,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,47.9795191,-4.0336599,ZA du Guélen 4 allée Georges Lacombe,29000,+33 2 98 94 87 18,-re@accor.com,http://www.ibisbudget.com/,Quimper,
1315,Hôtel Au Grand Large,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,48.8217108,-3.0595373,Loguivy-de-la-Mer 5 rue de la Jetée,22620,+33 2 96 20 90 18,augrandlarge@wanadoo.fr,http://hotelrestaurant-augrandlarge.com/,Ploubazlanec,
1316,Hôtel - restaurant l'Auberge Basque,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,48.4069693,-3.4198669,31 rue de la Gare,22160,+33 2 96 45 50 09,aubergebasque.bakea@orange.fr,http://www.aubergebasque-callac.com/,Callac,
1317,La Maison de la Baie - Rêves de Mer,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#ClubOrHolidayVillage|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.6511143,-4.3163751,3 rue Saint-Pierre Plounéour-Trez,29890,+33 2 98 83 40 98,maisondelabaie@revesdemer.com,http://www.revesdemer.com/nos-etablissements/centre-dhebergement-la-maison-de-la-baie/,Plounéour-Brignogan-plages,
1318,Camping Lann Brick,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.5782496,-2.9743957,18 Lieu Dit Lann Brick,56740,+33 2 97 57 32 79,info@campinglannbrick.com,https://www.camping-lannbrick.com/,Locmariaquer,
1319,Camping Le Varquez-sur-Mer,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.7194869,-2.9538308,5 route de la Corniche Bréhec,22580,+33 2 96 22 34 43,contact@camping-le-varquez.com,http://www.camping-le-varquez.com/,Plouha,
1320,Village Vacances Le Val de Landrouët,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#ClubOrHolidayVillage|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.197752,-2.417152,14 rue du Gouëde,22230,+33 2 96 28 47 98,accueil@valdelandrouet.com,http://valdelandrouet.com/,Merdrignac,
1321,Camping Le Point de Vue de Guerlédan,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.1989497,-3.0131248,104 rue du Lac Anse de Guerlédan - Mûr de Bretagne,22530,+33 2 96 26 01 90,camping.pointdevue@orange.fr,http://camping-lepointdevue.fr/,Guerlédan,
1322,Camping du Pouldu,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.7726795,-3.5433888,83 rue des Grands Sables Village de Keranquernat,29360,+33 2 98 39 92 32,camping.du.pouldu@gmail.com,http://www.camping-du-pouldu.com/,Clohars-Carnoët,
1323,Camping Eden Villages Cap de Bréhat,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.7571227,-2.9621882,Route de Port Lazo,22470,+33 2 96 20 64 28,capdebrehat@edenvillages.fr,https://www.eden-villages.fr/campings/capdebrehat/,Plouézec,
1324,Camping Naturiste Pallieter,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.5020475,-2.2338294,La Ville Meunier,22130,+33 2 96 83 05 15,mail@pallieter.fr,http://www.pallieter.fr/,Bourseul,
1325,Domaine le Grand Large,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.8487173,-4.0369722,48 route du Grand Large,29170,+33 2 98 56 04 06,grandlarge@franceloc.fr,http://www.capfun.com/camping-france-bretagne-grand_large-FR.html,Fouesnant,
1326,Camping des Gayeulles,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.1367639,-1.6479528,Rue du Professeur Maurice Audin,35700,+33 2 99 36 91 22,camping-rennes@citedia.com,http://www.camping-rennes.com/,Rennes,
1327,Aire naturelle de camping de la Laïta,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.78522,-3.57047,Lieu-dit Kerguilann,29360,+33 6 19 86 01 50,campinglaita@free.fr,http://auvieuxmoulin-bretagne-sud.com/,Clohars-Carnoët,
1344,Camping Trion Guen,http://schema.org/Accommodation|http://schema.org/LodgingBusiness|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning,47.33057,-3.185656,Trion Guen,56360,+33 2 97 31 85 76,contact@campingtrionguen-belleile.com,http://www.campingtrionguen-belleile.com/|CAMPING,Le Palais,
1352,Camping du Clérigo,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.64052,-2.654553,Le Marais BP 50012,56450,+33 7 68 92 96 83,clerigo@vannescamping.com,http://www.vannescamping.com/|#+33,Theix-Noyalo,
1370,Voilier traditionnel La Pauline,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,48.5781964,-2.5654448,Quai des Terre-Neuvas Dahouët,22370,+33 2 96 63 10 99,contact@lapauline.com,http://lapauline.com/,Pléneuf-Val-André,
1386,Bac piéton Le P'tit Bac,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,47.875935,-4.1159109,"Vieux Port 2, avenue de l'Odet",29950,+33 2 98 57 00 58,,http://www.vedettes-odet.com/produit/benodet-sainte-marine/benodet-sainte-marine/,Bénodet,
1402,Village de gîtes de Penn Ar Pont,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#ClubOrHolidayVillage|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,48.183167,-3.810553,Penn Ar Pont,29520,+33 2 98 81 81 25,gites.penarpont@orange.fr,http://www.pennarpont.com/,Châteauneuf-du-Faou,
1421,Aquarium des Curieux de Nature,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#VivariumAquarium|http://schema.org/LocalBusiness|http://schema.org/Aquarium,48.5432016,-3.3952044,2 rue Crec'h Ugen Centre régional d'Initiation Rivière,22810,+33 2 96 43 08 39,aquarium@eau-et-rivieres.org,http://www.eau-et-rivieres.org/aquarium-des-curieux-de-nature,Belle-Isle-en-Terre,
1430,Glénan Découverte,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,47.7936342,-3.8527652,Port de Trévignon,29910,+33 6 70 75 89 79,glenandecouverte@gmail.com,http://www.glenandecouverte.com/,Trégunc,
1440,Camping du Letty,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|https://www.datatourisme.fr/ontology/core#CamperVanArea|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.864602,-4.0900381,Chemin de Creisanguer,29950,+33 2 98 57 04 69,reception@campingduletty.com,http://www.campingduletty.com/,Bénodet,
1446,Faune Océan,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,47.869073,-3.915594,22 Hent Lesquidic,29170,+33 6 21 49 44 14,info@fauneocean.fr,http://fauneocean.fr/,Pleuven,
1474,Hôtel - restaurant La Croix Verte,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,47.8433117,-1.6798922,10-11 place Henri IV,35470,+33 2 99 43 71 55,contact@lacroixverte.com,http://www.lacroixverte.com/,Bain-de-Bretagne,
1475,Hôtel - restaurant Le Capricorne,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,47.95397,-4.35958,15 Rue de Pont-l'Abbé,29710,+33 2 98 54 40 06,hotel.le.capricorne@orange.fr,http://www.hotel-lecapricorne.com/,Pouldreuzic,
1476,Hôtel Best Western Plus Les Terrasses de Bréhat,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,48.82162,-3.0139651,Pointe de l'Arcouest Route de l'Embarcadère,22620,+33 2 96 55 77 92,terrassesdebrehat@orange.fr,http://terrasses-brehat.fr/,Ploubazlanec,
1477,Hôtel Henri 4,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,48.2386712,-3.3260837,Kerbanel - RN 164,22110,+33 2 96 29 15 17,rhr@orange.fr,http://www.hotel-henri-4.fr/,Rostrenen,
1478,Hôtel-Restaurant Au Roi Gradlon,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,48.011824,-4.5432422,BP 41 3 Avenue Manu Brusq,29770,+33 2 98 70 04 51,accueil@auroigradlon.com,http://www.auroigradlon.com/,Audierne,
1479,Logis Hôtel du Parc,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,48.8316475,-3.4852648,"Ploumanac'h 174, Place Saint-Guirec",22700,+33 2 96 91 40 80,contact@hotel-duparc-perros.com,http://www.hotel-duparc-perros.com/,Perros-Guirec,
1480,Le Grand Hôtel,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,48.0021678,-1.7757408,84 rue de Redon - Pont Réan,35580,+33 2 99 42 21 72,grandhotel.pont-rean@wanadoo.fr,http://le-grand-hotel-bretagne.com/,Guichen,
1481,Hôtel - restaurant La Table de Jeanne,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,48.636248,-2.471441,60 rue du Port,22430,+33 2 96 72 32 60,latabledejeanne.erquy@orange.fr,https://www.la-table-de-jeanne.fr/,Erquy,
1482,Hôtel Spa Côte des Sables,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,48.6534334,-4.1939793,"8, rue de Pont-Christ",29430,+33 2 98 19 19 19,reception@hotelcapouest.fr,http://www.hotel-cotedesables.com/,Plouescat,
1505,"Popoff, Voilier de Bretagne",https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,47.876013,-3.911118,Quai de l’Aiguillon,29900,+33 6 81 98 64 44,lepopoffvoile@gmail.com,http://www.popoff-voile.com/,Concarneau,
1506,Croisières Bleues,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,47.8732522,-3.9172052,Quai de l’Aiguillon,29900,+33 6 63 05 83 47,fpv.evain@gmail.com,https://lescroisieresbleues.fr/,Concarneau,
1513,Spa marin du Val André Thalasso resort,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,48.590738,-2.5522613,43 rue Charles de Gannes,22370,+33 2 56 57 50 05,spamarin.valandre.spa@hmc-hotels.com,http://www.thalasso-resort-bretagne.com/fr/,Pléneuf-Val-André,
1520,Association Al Lark,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,48.6763543,-1.8613456,Plage de Port-Mer,35260,+33 2 57 64 04 40,contact@al-lark.org,http://www.al-lark.org/,Cancale,
1542,Plage de Trémelin,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,48.1001483,-2.0296999,Lac de Trémelin,35750,+33 2 99 09 06 50,tourisme@lacdetremelin.com,http://www.lacdetremelin.com/baignade-et-plage,Iffendic,
1555,Hôtel B&B LORIENT CAUDAN,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Hotel,47.78525,-3.337886,Rue Pierre Landais,56850,+33 892 78 80 57,lorient@hotelbb.com,http://www.hotelbb.com/|HOTEL,Caudan,
1557,Hôtel Auberge L'Air de Vent,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,48.6505218,-2.3657105,Pléhérel Plage 25 rue du Calvaire,22240,+33 2 96 41 41 01,aubergelairdevent@orange.fr,http://www.aubergelairdevent.com/fr/index.html,Fréhel,
1558,Hôtel - Restaurant La Grande Fontaine,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,48.4102174,-2.3195411,7 rue de Penthièvre,22270,+33 2 96 31 61 29,la.grande.fontaine@orange.fr,,Jugon-les-Lacs - Commune nouvelle,
1559,Brit Hôtel - restaurant L'adresse,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,48.1892232,-2.1683617,Espace Bel Air,35290,+33 2 23 43 26 00,adresse@brithotel.fr,https://hotel-st-meen-ladresse.brithotel.fr/,Saint-Méen-le-Grand,
1560,Hôtel - restaurant de la Pointe du Cap Coz,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,47.8898988,-3.977335,153 avenue de la Pointe du Cap Coz,29170,+33 2 98 56 01 63,bienvenue@hotel-capcoz.com,http://www.hotel-capcoz.com/,Fouesnant,
