,Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal,Telephone,Mail,Site_web,Commune,Description
699,Kerveguen (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#LeisureSportActivityProvider,-21.333686,55.465721,"15, rue de la République",97410,+33 2 62 96 24 50,kerveguen@saintpierre.re,http://www.culture-st-pierre.fr/,Saint-Pierre,
700,Envers (L'),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.342797,55.470844,"13, rue Suffren",97410,+33 2 62 24 63 68,contact.lenvers@gmail.com,,Saint-Pierre,
701,Los Indios,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.342806,55.470837,"13, rue Suffren",97410,+33 2 62 32 47 82,,,Saint-Pierre,
702,Ferme Auberge Dy-Na,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#TechnicalHeritage,-21.339637,55.587062,"3, rue des Tangors",97429,+33 2 62 53 81 58,contact@dy-na.re,http://dy-na.re/,Petite-Île,
703,Ferme Auberge Dy-Na,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#FarmhouseInn|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.339637,55.587062,"3, rue des Tangors",97429,+33 2 62 53 81 58,contact@dy-na.re,http://dy-na.re/,Petite-Île,
704,Ilot Régal (L'),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.886826,55.477547,2 ruelle Sansevieras,97400,+33 6 92 58 10 10,,,Saint-Denis,
705,Kaz Créole (La),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#LeisureSportActivityProvider|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.052597,55.223727,"29, rue de la Plage",97434,+33 2 62 39 25 04,,,Saint-Paul,
706,Bar Be Que,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.052667,55.223784,"29, rue de la Plage",97434,+33 2 62 38 68 01,,,Saint-Paul,
707,Combava (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#LeisureSportActivityProvider|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.052969,55.224176,"29, rue de la Plage",97434,+33 6 92 76 67 54,,,Saint-Paul,
709,Ferme Auberge de la Balance,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#FarmhouseInn|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.968665,55.664609,1390 chemin Balance,97440,+33 6 92 87 36 44,,,Saint-André,
710,Distillerie de Savanna et Sucrerie de Bois Rouge,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#TechnicalHeritage,-20.91596959,55.6378762,"2, chemin Bois Rouge",97440,+33 2 62 58 59 74,savanna@distilleriesavanna.com,http://www.distilleriesavanna.com/,Saint-André,
712,D.C.P. (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.950694,55.302047,"56, rue Martin Hoareau",97420,+33 2 62 38 95 53,dcp.holding@gmail.com,,Le Port,
713,Gîte Nassibou,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#StopOverOrGroupLodge|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.130396,55.476981,"19, route de Bras Sec",97413,+33 2 62 31 71 77,gite.nassibou.cilaos@gmail.com,http://gite-nassibou-cilaos.jimdo.com/,Cilaos,
714,Alizé Parapente,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#LeisureSportActivityProvider,-21.2342801,55.3339653,"13, chemin Camille Roche",97436,+33 6 92 68 23 38,alizeparapente@sfr.fr,http://www.alize-parapente.com/,Saint-Leu,
715,Coco-Vanille,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.371813,55.715687,"68, rue Labourdonnais",97442,+33 2 62 93 18 76,,http://www.coco-vanille.com/,Saint-Philippe,
716,Appartement le Ravenale,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.073526,55.224781,"63, rue des Maldives - apt 28 - Ermitage",97434,+33 6 92 86 34 57,,,Saint-Paul,
718,Bodega (La),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#LeisureSportActivityProvider|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.34138,55.478553,"2, rue Auguste Babet",97410,+33 2 62 25 94 68,la.bodega@orange.fr,,Saint-Pierre,
719,Sakimfo BBQ House,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.342245,55.478359,"2, rue Auguste Babet",97410,+33 2 62 43 70 18,manager.sakimfo@gmail.com,http://www.facebook.com/sakimfo,Saint-Pierre,
720,Auberge Espagnole (L'),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.341695,55.478498,"2, rue Auguste Babet",97410,+33 2 62 25 94 68,,,Saint-Pierre,
722,Vital Lagon,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.08219727,55.22872895,"22, ruelle des Bougainvilliers",97434,+33 2 62 33 17 98,vital.lagon@wanadoo.fr,,Saint-Paul,
723,Gîte des Cascades,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.063131,55.521012,"6, rue du Général de Gaulle - Hell-Bourg",97433,+33 6 92 47 80 91,,,Salazie,
724,Bougainvillier (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.37109701,55.58616437,"154, boulevard de l’Océan",97480,+33 2 62 56 12 38,andrelo@hotmail.fr,,Saint-Joseph,
725,Vanillier (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-20.940689,55.291989,79 rue Jeanne d'Arc,97420,+33 2 62 43 24 23,s.vanillier@gmail.com,,Le Port,
726,Lune de Miel,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.230262,55.550141,"2 bis, impasse des Campanules - PK 23",97418,+33 2 62 59 33 48,,,Le Tampon,
729,Jardin des Tortues (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#ThemePark|http://schema.org/AmusementPark,-21.248722,55.34161,56 chemin numéro 1,97425,+33 2 62 22 15 00,,,Les Avirons,
730,Caz Gani,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.209448,55.553548,10 A impasse des Rosiers,97418,+33 6 92 04 58 50,,,Le Tampon,
733,Ô Cœur de l'Ile,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.032522,55.472968,580 Route départementale 52,97433,+33 6 92 11 67 32,nelsia.maillot@yahoo.fr,,Salazie,
734,Auberge de Jeunesse de l'Entre-Deux,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#StopOverOrGroupLodge|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.24232468,55.48292094,"120, rue Défaud",97414,+33 6 92 33 74 18,,,Entre-Deux,
736,Chalets Annie et Eric,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.21512329,55.58990951,"21, chemin Grande Ferme",97418,+33 2 62 59 27 62,le.forgeron@wanadoo.fr,,Le Tampon,
737,Récré (La),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.87796698,55.44837568,"21, avenue de la Victoire",97400,+33 2 62 23 83 41,,,Saint-Denis,
739,Terre et Ciel,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.166312,55.480838,"5, chemin du Bassin - Palmiste Rouge",97413,+33 6 92 93 48 13,terreetcielpr@yahoo.fr,http://terreetciel.wifeo.com/,Cilaos,
742,Villa Kadal,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.098016,55.240755,56 route du Trou d'Eau,97434,+33 2 62 01 10 20,sandrine.brossay@gmail.com,https://villa-kadal-34webself.net/,Saint-Paul,
744,Aloha,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.28627,55.407566,"74, rue Raymond Vergès",97450,+33 2 62 26 98 98,,,Saint-Louis,
745,Canton Express,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.036404,55.714577,"6, rue Pierre Benoît Dumas",97470,+33 2 62 47 83 29,,,Saint-Benoît,
747,Parc de la Luge,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#ThemePark|http://schema.org/AmusementPark,-21.036117,55.308633,Relais du Maïdo 1500,97423,+33 6 92 32 07 85,jerome.delgard@gmail.com,https://www.parcdelaluge.re/,Saint-Paul,
748,111 restaurant,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.006059,55.274598,111 rue Marius et Ary Leblond,97460,+33 6 93 45 60 46,,,Saint-Paul,
749,Case O' Doudous (La),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.34139043,55.64583437,"11, chemin Bancoule - La Passerelle",97480,+33 2 62 20 32 54,casedoudous@live.fr,http://casedoudous.wordpress.com/,Saint-Joseph,
750,Hibiscus,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.242907,55.470965,"55, route du Bras Long",97414,+33 2 62 38 89 04,,,Entre-Deux,
751,Rendez-Vous (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#LeisureSportActivityProvider|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.87801608,55.45379609,"90, rue Pasteur",97400,+33 2 62 41 06 59,lemetissebrasserie@orange.fr,,Saint-Denis,
753,Annabella (L'),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.090403201875,55.497147518555,136 rue Jean Defos du Rau,97430,+33 2 62 11 05 98,,,Le Tampon,
755,Vieux Badamier (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.923477,55.34367,84 A rue Raymond Mondon,97419,+33 2 62 14 57 76,,,La Possession,
756,Case Piment (La),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.329883,55.479953,"72, rue Archambaud",97410,+33 2 62 38 62 99,laurent.ammany@orange.fr,,Saint-Pierre,
757,Casablanca,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.33353034,55.47887089,"72, rue Archambaud",97410,+33 2 62 38 62 99,restaurant@casa-blanca.fr,,Saint-Pierre,
758,Karambol (Restaurant Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.89662547,55.55611755,"14, rue Noël Tessier",97438,+33 2 62 53 16 30,,,Sainte-Marie,
759,Appel des Sens (L'),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.8762668,55.45215121,"65, rue Jules Auber",97400,+33 2 62 56 84 42,,,Saint-Denis,
762,Château de Sable,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.17381,55.286975,52 rue du Lagon,97436,+33 2 62 34 79 26,,,Saint-Leu,
763,Capillaire (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.3466,55.56393309,"36, allée des Capillaires",97429,+33 2 62 56 87 78,lecapillairevacances@orange.fr,http://lecapillaire-vacances.com/,Petite-Île,
764,Auberge les Lentilles,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.13255,55.474778,9 rue des Platanes,97413,+33 2 62 41 34 13,auberge@leslentilles.re,,Cilaos,
765,Au Goût du Terroir - Serv's Péï,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#TableHotes|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.24056286,55.46689676,"5, impasse des Avocats - Grand Fond Intérieur",97414,+33 2 62 39 62 47,info@servpei.re,http://www.servpei.re/,Entre-Deux,
766,Distillerie (La),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.079415,55.273941,"44, chemin du Lycée Vue Belle",97422,+33 2 62 96 86 29,restodistillerie@orange.fr,,Saint-Paul,
767,Studio d'Annick (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.050105,55.229222,15 allée des Aigrettes - Appt 35 - Res. les Aigrettes,97434,+33 6 92 73 26 60,alaingorce@hotmail.fr,,Saint-Paul,
769,Villa Moaï,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.198398,55.297441,12 rue du Sextant,97424,+33 6 93 90 18 26,villamoai@gmail.com,http://www.villamoai974.com/,Saint-Leu,
775,Chez Moïse,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#FarmhouseInn|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.93726351,55.63802988,"58, rue Raymond Vergès
Quartier Français",97441,+33 2 62 46 11 43,contact@aubergemoise974.com,http://aubergemoise974.com/,Sainte-Suzanne,
776,Chalet (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#StopOverOrGroupLodge|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.253519,55.467173,"8, chemin Melin - Bas du Ruisseau",97414,+33 6 92 27 33 22,nadegejosian.legros@wanadoo.fr,,Entre-Deux,
777,Chambre d'hôtes des Doudous,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.316238,55.494389,33 allée des Hortensias,97410,+33 6 92 24 29 80,yantvr@live.fr,,Saint-Pierre,
780,Pékinois (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.87536,55.45328,"78, rue Alexis de Villeneuve",97400,+33 2 62 20 09 50,,,Saint-Denis,
781,Restaurant Les Cinq Sens,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.339519,55.479121,"32, rue Auguste Babet",97410,+33 2 62 10 89 84,,,Saint-Pierre,
784,Terrasse du Vietnam (La),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.925545,55.344538,"3, rue Garcia Lorca - CD 41",97419,+33 2 62 22 15 44,,,La Possession,
786,Paul & Virginie,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.05208043,55.22325473,"15, route de la Plage",97434,+33 2 62 33 04 53,lee.lago@hotmail.com,,Saint-Paul,
787,Anthuriums (Les),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.138325,55.63445,"34, rue des Capucines",97431,+33 6 92 23 00 72,payankeudansiel@gmail.com,http://meuble-lesanthuriums.voila.net/,La Plaine-des-Palmistes,
789,Mas (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.2928676,55.45349746,"8, allée Boyer Léone",97432,+33 2 62 49 52 48,jacyboyer@orange.fr,,Saint-Pierre,
