,Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal,Telephone,Mail,Site_web,Commune,Description
902,Fondation Cartier pour l'art contemporain,http://schema.org/Museum|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#Museum|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/LocalBusiness,48.83654910193549,2.331750573016393,261 boulevard Raspail,75014,+33 1 42 18 56 50,info.reservation@fondation.cartier.com,https://www.fondationcartier.com/,Paris,"Le bâtiment tout en transparence et en reflets imaginé par Jean Nouvel vise à promouvoir l'art contemporain sous toutes ses formes : photographie, peinture, vidéo, architecture, sculpture… Il accueille chaque année de grandes expositions temporaires, des rencontres, des spectacles vivants... L'édifice est entouré d’un sublime jardin verdoyant baptisé ""Theatrum Botanicum"", dissimulant une faune et une flore exceptionnelles."
903,Château de Rambouillet,https://www.datatourisme.fr/ontology/core#Castle|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#RemarkableBuilding,48.645411,1.8174682999999727,Château de Rambouillet,78120,+33 1 34 83 00 25,rambouillet-reservation@monuments-nationaux.fr,http://www.chateau-rambouillet.fr/,Rambouillet,"Cette ancienne forteresse médiévale, réputée pour ses terrains de chasse, a connu au fil des siècles de nombreuses transformations. Ses puissants occupants – parmi lesquels Louis XVI et Napoléon Ier – la transforment en prestigieuse demeure de plaisance. Elle sera même une résidence présidentielle jusqu'en 2009. Le domaine abrite également deux monuments exceptionnels : la Laiterie de la reine Marie-Antoinette et la Chaumière aux coquillages."
905,Les Caves du Louvre,http://schema.org/Museum|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#Museum|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/LocalBusiness,48.8609185,2.3426595999999336,52 rue de l’Arbre Sec,75001,+33 1 40 28 13 11,contact@cavesdulouvre.com,https://www.cavesdulouvre.com/,Paris,"Les Caves du Louvre ont été construites au XVIIIe siècle par le sommelier de Louis XV. Elles abritaient alors les vins servis à la cour du roi de France et étaient reliées au Louvre par un tunnel pour éviter les vols de brigands. Quelques siècles plus tard, ces caves sont toujours dédiées au vin et proposent des expériences ludiques pour découvrir les secrets du précieux nectar, en faisant appel à nos cinq sens. Après avoir parcouru ses différents espaces - la salle de dégustation, des arômes, de mise en bouteille... - le visiteur en sortira connaisseur, voire amateur…"
907,Ancienne gare de déportation de Bobigny,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#RemarkableBuilding,48.9088893,2.4284774999999854,69-151 avenue Henri Barbusse,93000,+33 1 48 96 25 31,gare.deportation@ville-bobigny.fr,http://www.garedeportation.bobigny.fr/,Bobigny,"Sous le gouvernement de Vichy, la gare de Bobigny devient l'un des principaux lieux de déportation des Juifs de France vers l'Allemagne nazie. Entre l’été 1943 et 1944, 22 407 hommes, femmes et enfants - soit un tiers des déportés juifs de France - quittent le camp de Drancy pour la gare de Bobigny afin d'être conduits au camp d'Auschwitz-Birkenau. Inscrite au titre des Monuments historiques depuis 2005, l'ancienne gare de déportation de Bobigny s'étend sur 3,5 hectares et a fait l'objet de nombreux aménagements pour la rendre accessible à un large public et ainsi perpétuer la mémoire des victimes."
908,Ancienne gare de déportation de Bobigny,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#RemembranceSite,48.910525,2.430418,69-151 avenue Henri Barbusse,93000,,bernard.st-jean@ville-bobigny.fr,http://garedeportation.bobigny.fr/,Bobigny,"A partir de 1943, les nazis déportèrent les Juifs enfermés au camp de Drancy à partir de la gare de Bobigny. Délaissée, elle est devenue depuis quelques années un lieu de mémoire ouverte aux visites."
909,Ancienne gare de déportation de Bobigny,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#RemembranceSite,48.910525,2.430418,69-151 avenue Henri Barbusse,93000,,bernard.st-jean@ville-bobigny.fr,http://garedeportation.bobigny.fr/,Bobigny,"A partir de 1943, les nazis déportèrent les Juifs enfermés au camp de Drancy à partir de la gare de Bobigny. Délaissée, elle est devenue depuis quelques années un lieu de mémoire ouverte aux visites."
910,Écomusée du Grand-Orly Seine Bièvre,http://schema.org/Museum|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#Museum|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/LocalBusiness,48.755253,2.3262288999999328,Ferme de Cottinville - 41 rue Maurice Ténine,94260,+33 1 41 24 32 24,,https://ecomusee.grandorlyseinebievre.fr/,Fresnes,"Depuis sa création en 1979, l’écomusée du Grand-Orly Seine Bièvre étudie, documente et valorise le patrimoine de la banlieue sud de Paris. Ses collections sont présentées au sein de la ferme de Cottinville, ancienne résidence des seigneurs de Fresnes du xiie siècle jusqu'à la Révolution. En collaboration avec les habitants, l’écomusée du Grand-Orly Seine Bièvre propose également différents types de manifestations culturelles dont des expositions thématiques, des ateliers pédagogiques, des balades urbaines et des spectacles."
913,Grande Arche de la Défense,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#RemarkableBuilding,48.8925069,2.23723659999996,1 parvis de la Défense,92800,+33 1 40 90 52 20,accueil@lagrandearche.fr,https://www.lagrandearche.fr/,Puteaux,"Pour accéder à l'un des plus beaux panoramas de la capitale, direction le toit de la Grande Arche, à l'ouest de la capitale. Après un trajet de moins d’une minute en ascenseur panoramique, le visiteur accède à son 35e étage, à 110 mètres d'altitude. La vue à 360° sur Paris et ses environs est extraordinaire... Les amoureux d’architecture remarqueront au loin, l’Arc de triomphe, la tour Eiffel, la tour Montparnasse, la Fondation Louis Vuitton, le Mont Valérien… Tandis qu'au premier plan ils apercevront les œuvres du parvis de la Défense : un Stabile de Calder, Le Pouce de César..."
916,Dilettantes,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#BarOrPub|http://schema.org/FoodEstablishment,48.8544713,2.3408812000000125,22 rue de Savoie,75006,+33 1 70 69 98 68,champagne@dilettantes.fr,https://www.dilettantes.fr/,Paris,"Dilettantes est un lieu dédié au champagne, créé par une authentique champenoise. La boutique met à l’honneur champagnes de petits vignerons et champagnes de grandes maisons. Plus de 130 références sont proposées à la vente. En sous-sol, une salle voûtée du XVIIe siècle sert de cadre pour déguster différents crus de champagne. Des ateliers d'œnologie et des rencontres avec les vignerons sont organisés régulièrement."
917,Centre Pompidou,http://schema.org/Museum|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#Museum|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/LocalBusiness,48.8603649,2.352429099999995,Place Georges Pompidou,75004,+33 1 44 78 12 33,info@centrepompidou.fr,https://www.centrepompidou.fr/fr,Paris,"Imaginé par Renzo Piano et Richard Rogers, le Centre Pompidou est reconnaissable à ses escalators extérieurs et à ses gigantesques tuyaux colorés. Depuis son inauguration en 1977, il abrite l'une des plus riches collections d'art moderne et contemporain du monde. Les œuvres sont réparties chronologiquement, sur deux espaces : la période moderne (de 1905 à 1960) et la période contemporaine (de 1960 à nos jours). Des expositions de renommée internationale sont également organisées toute l’année."
918,Atelier Brancusi - Centre Georges Pompidou,http://schema.org/Museum|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#Museum|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/LocalBusiness,48.8608333,2.3516667000000098,Place Georges Pompidou,75004,+33 1 44 78 12 33,,https://www.centrepompidou.fr/,Paris,"Au pied du Centre Pompidou, sur la Piazza, l’atelier Brancusi rassemble la plus importante collection d'œuvres de Constantin Brancusi, figure majeure de la sculpture moderne. L'étonnant édifice conçu par l'architecte Renzo Piano en 1997 est - conformément aux dernières volontés de l'artiste - une reconstitution de son atelier du 11 impasse Ronsin dans le 15e arrondissement. On y découvre des sculptures, des dessins, des peintures et certaines œuvres majeures telles que L'Oiselet en marbre veiné."
920,Hotel de Ville de Paris,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#RemarkableBuilding,48.8568092,2.351064199999996,Mairie de Paris - Place de l'Hôtel de Ville,75004,,visites.hdv@paris.fr,https://www.paris.fr/,Paris,"Bordé au nord par la rue de Rivoli et au sud par la Seine, ce bâtiment de style néo-Renaissance est, depuis 1357, le siège de la municipalité parisienne. Ses façades sculptées représentent de grands personnages liés à l'histoire de France : Molière, Richelieu, Voltaire... Ses salons et son parvis accueillent des manifestations majeures tout au long de l'année : expositions, concerts... Au 29 rue de Rivoli se trouve le point d’information principal de l’Office de Tourisme et la boutique de la Ville de Paris : l’espace ""Paris Rendez-vous""."
921,Château de Fontainebleau,https://www.datatourisme.fr/ontology/core#Castle|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#RemarkableBuilding,48.4012492,2.703257399999984,Place du général de Gaulle,77300,+33 1 60 71 50 70,reservation@chateaudefontainebleau.fr,https://www.chateaudefontainebleau.fr/,Fontainebleau,"Bienvenue dans la demeure des rois de France ! Le château de Fontainebleau est marqué par huit siècles de présence souveraine - Philippe IV le Bel, Henri IV, François Ier ou encore Napoléon Ier - du Moyen Âge au XIXe siècle. Inscrit au patrimoine mondial de l'Unesco depuis 1981, le château est un bijou architectural et abrite un mobilier remarquable. L'escalier en fer-à-cheval, le musée chinois et le Grand Parterre d'André Le Nôtre figurent parmi ses chefs-d’œuvre."
922,Aquarium Sea Life,http://schema.org/Zoo|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#ZooAnimalPark|http://schema.org/LocalBusiness,48.85527043766365,2.783832585736036,Centre Commercial Val d'Europe - 14 cours du Danube,77700,+33 1 60 42 33 50,paris@merlinentertainments.biz,https://www.visitsealife.com/paris/,Serris,"Situé dans le centre commercial Val d'Europe, à proximité de la Vallée Village et de Disneyland® Paris, l'aquarium Sea Life Paris transporte le visiteur dans un univers fascinant, entre mers et océans. Dans de superbes décors, petits et grands découvrent plusieurs milliers de créatures aquatiques, des plus délicates aux plus redoutables : manchots, hippocampes, tortues, poulpes, raies, requins... De nombreuses animations ludiques sont également proposées au jeune public."
943,Conciergerie,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#RemarkableBuilding,48.8555045,2.34585519999996,2 boulevard du Palais,75001,+33 1 53 40 60 80,la-conciergerie@monuments-nationaux.fr,http://www.paris-conciergerie.fr/,Paris,"L'histoire de la Conciergerie est longue et mouvementée. Première demeure royale, mais aussi terrible prison révolutionnaire, ce palais gothique est un témoin clé de l’Histoire de France. Saint Louis, Philippe Le Bel et Robespierre sont quelques-unes des grandes figures indissociables des lieux. À ne pas manquer : la salle des Gens d’armes (1302) et la chapelle expiatoire dédiée à Marie-Antoinette."
946,Maison de Balzac,http://schema.org/Museum|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#Museum|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/LocalBusiness,48.8554071,2.280876400000011,47 rue Raynouard,75016,+33 1 55 74 41 80,,https://www.maisondebalzac.paris.fr/,Paris,"Située sur les hauteurs de Passy, la Maison de Balzac est la seule demeure parisienne du romancier qui subsiste. Balzac s’y installera de 1840 à 1847 pour échapper à ses créanciers. C'est notamment derrière ces murs que l'écrivain corrige La Comédie humaine et rédige La Cousine Bette. La maison regorge de trésors : le cabinet de travail, la bibliothèque, des objets et des manuscrits originaux ayant appartenu au dramaturge... L'une des pièces est consacrée à son grand amour, Madame Hanska."
950,Bergerie nationale - Parc du château,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#RemarkableBuilding,48.64651682911454,1.8001305009277075,Parc du château,78120,+33 1 61 08 68 41,animation.bn@educagri.fr,http://www.bergerie-nationale.educagri.fr/,Rambouillet,"Située au cœur du domaine national de Rambouillet, la Bergerie nationale est créée en 1786 par Louis XVI dans le but de créer un établissement rural modèle et d’améliorer la production lainière et l’agriculture du pays. Très vite, la renommée de la ferme devient mondiale, notamment grâce à son troupeau de moutons Mérinos que le roi a fait importer d’Espagne. Aujourd’hui encore, la Bergerie nationale poursuit ses missions d’expérimentation et de formation dans les domaines de l’agriculture et de l’élevage et sensibilise le public aux enjeux de la biodiversité et du développement durable en proposant des ateliers et des activités ludiques."
951,Château de Maisons,https://www.datatourisme.fr/ontology/core#Castle|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#RemarkableBuilding,48.9471619,2.1538622000000487,2 avenue Carnot,78600,+33 1 39 62 01 49,chateaudemaisons@monuments-nationaux.fr,http://www.chateau-maisons.fr/,Maisons-Laffitte,"Situé à l’orée de la forêt de Saint-Germain-en-Laye, ce château du XVIIe siècle construit par François Mansart pour René de Longueil, marquis de Maisons et surintendant des Finances de Louis XIV, est un modèle d’architecture classique à la française. Il inspira Versailles et Vaux-le-Vicomte. Son rachat en 1777 par le comte d’Artois jouera également un rôle clé dans le développement de l’activité hippique à Maisons. La découverte de l’escalier d’honneur (1640), de l'appartement du roi ou encore des salons du comte d'Artois sont parmi les temps forts de la visite."
953,Arboretum de Versailles-Chèvreloup - Muséum national d'histoire naturelle,http://schema.org/Museum|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#Museum|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/LocalBusiness,48.8322663,2.11255170000004,30 route de Versailles,78150,+33 1 39 55 53 80,chevreloup@mnhn.fr,http://www.arboretumdeversailleschevreloup.fr/,Le Chesnay-Rocquencourt,"Créé au XVIIIe siècle, l'arboretum de Versailles-Chèvreloup s'étend sur un domaine de 12 hectares dans le département des Hauts-de-Seine. Propriété du château de Versailles et labellisé ""jardin remarquable"", ce musée vivant de l'arbre abrite une collection de spécimens exceptionnels, dont le tout premier cèdre bleu pleureur de l’Atlas. Autour de l'arboretum, le visiteur découvre notamment le parc boisé et la maison de Chateaubriand, dans laquelle l'écrivain vécut au début du XXe siècle."
954,Sherwood Parc,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#ThemePark|http://schema.org/AmusementPark,49.1142702,2.394189600000004,Chemin des Rouliers,95270,+33 1 34 09 36 44,,https://www.sherwoodparc.com/,Viarmes,"Une forêt de 13 hectares en guise de terrain de jeux pour vivre une journée d'aventures en plein air ! Situé à moins d’une heure de la capitale, Sherwood Parc propose de nombreuses activités en pleine nature : accrobranche, tir à l’arc, tyrolienne, paintball, laserball, randonnée en quad ou en trottinette électrique... Et bien plus encore. À expérimenter en famille ou entre amis. Accessible aux enfants à partir de 3 ans."
955,Sherwood Parc,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#ThemePark|http://schema.org/AmusementPark,49.114395,2.393388,Chemin des Rouliers,95270,+33 1 34 09 36 44,contact@sherwoodparc.com,http://www.sherwoodparc.com/,Viarmes,"Proche de Paris en Ile de France, votre parc d’attraction Sherwood vous fait vivre l’inoubliable !"
956,Sherwood Parc,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#ThemePark|http://schema.org/AmusementPark,49.114395,2.393388,Chemin des Rouliers,95270,+33 1 34 09 36 44,contact@sherwoodparc.com,http://www.sherwoodparc.com/,Viarmes,"Proche de Paris en Ile de France, votre parc d’attraction Sherwood vous fait vivre l’inoubliable !"
957,Chapelle expiatoire,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#RemarkableBuilding,48.874184,2.323921499999983,29 rue Pasquier,75008,+33 1 42 65 35 80,chapelle.expiatoire@monuments-nationaux.fr,http://www.chapelle-expiatoire-paris.fr/,Paris,"Paisiblement nichée dans le square Louis XV, elle est édifiée sous la Restauration, à la demande du roi Louis XVIII pour célébrer la mémoire de Louis XVI et de Marie-Antoinette. De style néoclassique et romantique, la chapelle abrite de nombreux trésors, dont des voûtes remarquables et l'autel en marbre noir où fut inhumé le roi Louis XVI."
960,Jardin d'Acclimatation,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#ThemePark|http://schema.org/AmusementPark,48.8785986,2.2641184000000294,Bois de Boulogne,75016,+33 1 40 67 90 85,infos@jardindacclimatation.fr,https://www.jardindacclimatation.fr/,Paris,"Inauguré en 1860 par Napoléon III et l'Impératrice Eugénie, le jardin d'acclimatation est situé à l'orée du bois de Boulogne. À la fois lieu de promenade et parc d'attractions incontournable, ce vaste espace vert de 18 hectares abrite également une ferme, un potager, des restaurants... Les amoureux de la nature apprécient son remarquable patrimoine végétal et animal et sont séduits par la diversité de ses paysages : prairies, allées, belvédères..."
961,Bois de Boulogne,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#ParkAndGarden|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/Park,48.8624492,2.249166800000012,Bois de Boulogne,75016,,,https://www.paris.fr/,Paris,
962,Domaine de Grosbois,https://www.datatourisme.fr/ontology/core#Castle|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#RemarkableBuilding,48.73537899999999,2.527639000000022,Domaine de Grosbois - Avenue du Maréchal de Lattre de Tassigny,94470,+33 1 49 77 15 24,regiegrosbois@letrot.com,http://www.domainedegrosbois.com/,Boissy-Saint-Léger,"Le domaine de Grosbois s'étend sur plus de 400 hectares, à une quinzaine de kilomètres de la capitale et de l'hippodrome de Vincennes. Bâti au début du XVIIe siècle pour le Surintendant des finances et des bâtiments du roi Henri IV, Nicolas de Harlay, le château de Grosbois est transformé par ses propriétaires successifs. Il est classé Monument historique en 1993. Le domaine de Grosbois est également une référence en matière de course hippique puisqu’il abrite l’un des plus grands centres d’entraînement au monde de chevaux trotteurs. Le domaine de Grosbois dispose également d’un musée dédié à cette discipline (le plus important d’Europe)."
963,Musée de l'Orangerie,http://schema.org/Museum|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#Museum|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/LocalBusiness,48.8639507,2.3221814999999424,"Jardin des Tuileries, côté Seine",75001,+33 1 44 77 80 07,information@musee-orangerie.fr,https://www.musee-orangerie.fr/,Paris,"Situé à proximité de la place de la Concorde, le musée de l’Orangerie abrite l'une des réalisations les plus monumentales de l'histoire de la peinture : huit compositions grand format de Claude Monet - provenant de la fameuse série des Nymphéas. Au sous-sol, la collection Jean Walter et Paul Guillaume rend hommage aux grands noms du XXe siècle : Renoir, Cézanne, Matisse, Picasso, Soutine..."
964,Paradis Latin,https://www.datatourisme.fr/ontology/core#Cabaret|https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,48.8480366,2.353070500000058,28 rue du Cardinal Lemoine,75005,+33 1 43 25 28 28,paradislatin@paradislatin.com,https://www.paradislatin.com/,Paris,"L'origine de ce cabaret remonte à 1803, ce qui en fait l'un des tout premiers créés à Paris. Situé dans un bâtiment de Gustave Eiffel, ses illustres habitués se nomment : Honoré de Balzac, Alexandre Dumas ou Prosper Mérimée. Aujourd'hui encore, le Paradis Latin figure parmi les salles de spectacles les plus courues de la capitale. Ses revues conjuguent humour, poésie et sensualité. Ses danseurs, comédiens et artistes entraînent le spectateur dans un Paris fantaisiste et onirique."
965,Château de Champs-sur-Marne,https://www.datatourisme.fr/ontology/core#Castle|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#RemarkableBuilding,48.8535909,2.604053199999953,31 rue de Paris,77420,+33 1 64 62 74 42,,http://www.chateau-champs-sur-marne.fr/,Champs-sur-Marne,"Situé au cœur d’un domaine de 85 hectares, le château de Champs-sur-Marne est un joyau d’architecture néo-classique, typique des maisons de plaisance au siècle des Lumières. Construit entre 1703 et 1708 à la demande de Paul Poisson de Bourvallais, financier de Louis XIV, ses illustres occupants se nomment le duc de La Vallière, la marquise de Pompadour ou encore Marcel Proust. Abîmé durant la Révolution, le domaine est racheté en 1895 par Louis Cahen d’Anvers, banquier amoureux du XVIIIe, puis restauré par les meilleurs ouvriers et artisans de l’époque. De cette période, le château de Champs-sur-Marne a conservé son lustre et sert de décor à de nombreux tournages et expositions."
966,Parc du Château de Champs-sur-Marne,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#ParkAndGarden|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/Park,48.853687,2.604083,31 rue de Paris,77420,+33 1 64 62 74 42,champs@monuments-nationaux.fr,http://www.chateau-champs-sur-marne.fr/,Champs-sur-Marne,"Créé au début du XVIIIème siècle par Claude Desgots (neveu de Le Nôtre), transformé après la Révolution en parc paysager, le parc de Champs-sur-Marne fut restauré à partir de 1895 par les paysagistes Henri et Achille Duchêne."
967,Château d'Auvers,https://www.datatourisme.fr/ontology/core#Castle|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#RemarkableBuilding,49.0720995,2.1679982000000564,Chemin des Berthelées,95430,+33 1 34 48 48 45,info@chateau-auvers.fr,https://www.chateau-auvers.fr/,Auvers-sur-Oise,"Érigé en 1635 par un riche financier italien - proche de Marie de Médicis- le château d’Auvers se situe à une trentaine de kilomètres au nord de Paris et propose au visiteur un parcours immersif dédié à l’histoire du mouvement impressionniste. Il surplombe le célèbre village d’Auvers-sur-Oise, dont la beauté inspira de nombreux Impressionnistes à la fin du XIXe siècle : Cézanne, Pissarro, Van Gogh..."
968,Bibliothèque Nationale de France - Richelieu,http://schema.org/Museum|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#Museum|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/LocalBusiness,48.8679064,2.3381193999999823,58 rue de Richelieu,75002,+33 1 53 79 49 49,visites@bnf.fr,https://www.bnf.fr/,Paris,"Berceau de la Bibliothèque nationale de France, le site Richelieu-Louvois rassemble les salles de recherche de la ""BnF"" (départements des Manuscrits, Estampes et photographie, Monnaies, médailles et antiques, Arts du spectacle et Musique), la bibliothèque de l’Institut national d’histoire de l’art (INHA) et la bibliothèque de l’École nationale des Chartes. Il compte parmi ses collections des pièces exceptionnelles, dont le trône de Dagobert et le Codex Peresianus, un codex maya du XIIIe siècle."
971,Cité de l’architecture & du patrimoine,http://schema.org/Museum|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#Museum|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/LocalBusiness,48.86291929999999,2.287815799999976,Palais de Chaillot - 1 place du Trocadéro et du 11 novembre,75116,+33 1 58 51 52 00,,https://www.citedelarchitecture.fr/fr,Paris,"Située sur la place du Trocadéro, au sein du palais de Chaillot, la cité-musée retrace 1 000 ans d’histoire architecturale et patrimoniale, du Moyen Âge à nos jours. Les visiteurs peuvent y admirer une reproduction du portail de la cathédrale de Chartres et celle d’un appartement de la Cité radieuse de Le Corbusier. Des maquettes, des vidéos et des dessins viennent agrémenter le parcours et proposent des pistes de réflexion sur l'urbanisme du passé, du présent et du futur. Le site accueille également des expositions temporaires."
972,Appartement - atelier de Le Corbusier,http://schema.org/Museum|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#Museum|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/LocalBusiness,48.8433555,2.251451399999951,24 rue Nungesser et Coli,75016,+33 1 42 88 75 72,reservation@fondationlecorbusier.fr,http://www.fondationlecorbusier.fr/,Paris,"L'appartement-atelier de Le Corbusier est conçu entre 1931 et 1934 par l'architecte lui-même et par son cousin Pierre Jeanneret. Le Corbusier y vécut de 1934 à 1965. Ce duplex - manifeste de la pensée architecturale de l'artiste - occupant deux étages de l'immeuble Molitor dans le 16e arrondissement, est inscrit au patrimoine mondial de l'Unesco."
